PassengerId,Survived,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare
686,0,2,685,0,1,2,42,41.5792
687,0,3,686,0,4,1,49,39.6875
688,0,3,687,0,0,0,548,10.1708
689,0,3,688,0,0,0,549,7.7958
690,1,1,689,1,0,1,550,211.3375
691,1,1,690,0,1,0,551,57.0
692,1,3,691,1,0,1,552,13.4167
693,1,3,692,0,0,0,72,56.4958
694,0,3,693,0,0,0,553,7.225
695,0,1,694,0,0,0,554,26.55
696,0,2,695,0,0,0,555,13.5
697,0,3,696,0,0,0,556,8.05
698,1,3,697,1,0,0,557,7.7333
699,0,1,698,0,1,1,272,110.8833
700,0,3,699,0,0,0,558,7.65
701,1,1,700,1,1,0,327,227.525
702,1,1,701,0,0,0,559,26.2875
703,0,3,702,1,0,1,313,14.4542
704,0,3,703,0,0,0,560,7.7417
705,0,3,704,0,1,0,561,7.8542
706,0,2,705,0,0,0,364,26.0
707,1,2,706,1,0,0,562,13.5
708,1,1,707,0,0,0,563,26.2875
709,1,1,708,1,0,0,266,151.55
710,1,3,709,0,1,1,64,15.2458
711,1,1,710,1,0,0,564,49.5042
712,0,1,711,0,0,0,565,26.55
713,1,1,712,0,1,0,537,52.0
714,0,3,713,0,0,0,566,9.4833
715,0,2,714,0,0,0,567,13.0
716,0,3,715,0,0,0,568,7.65
717,1,1,716,1,0,0,327,227.525
718,1,2,717,1,0,0,569,10.5
719,0,3,718,0,0,0,570,15.5
720,0,3,719,0,0,0,571,7.775
721,1,2,720,1,0,1,491,33.0
722,0,3,721,0,1,0,572,7.0542
723,0,2,722,0,0,0,573,13.0
724,0,2,723,0,0,0,574,13.0
725,1,1,724,0,1,0,575,53.1
726,0,3,725,0,0,0,576,8.6625
727,1,2,726,1,3,0,402,21.0
728,1,3,727,1,0,0,577,7.7375
729,0,2,728,0,1,0,578,26.0
730,0,3,729,1,1,0,579,7.925
731,1,1,730,1,0,0,550,211.3375
732,0,3,731,0,0,0,185,18.7875
733,0,2,732,0,0,0,580,0.0
734,0,2,733,0,0,0,581,13.0
735,0,2,734,0,0,0,582,13.0
736,0,3,735,0,0,0,508,16.1
737,0,3,736,1,1,3,84,34.375
738,1,1,737,0,0,0,231,512.3292
739,0,3,738,0,0,0,583,7.8958
740,0,3,739,0,0,0,584,7.8958
741,1,1,740,0,0,0,585,30.0
742,0,1,741,0,1,0,259,78.85
743,1,1,742,1,2,2,277,262.375
744,0,3,743,0,1,0,586,16.1
745,1,3,744,0,0,0,587,7.925
746,0,1,745,0,1,1,451,71.0
747,0,3,746,0,1,1,248,20.25
748,1,2,747,1,0,0,588,13.0
749,0,1,748,0,1,0,589,53.1
750,0,3,749,0,0,0,590,7.75
751,1,2,750,1,1,1,591,23.0
752,1,3,751,0,0,1,592,12.475
753,0,3,752,0,0,0,593,9.5
754,0,3,753,0,0,0,594,7.8958
755,1,2,754,1,1,2,503,65.0
756,1,2,755,0,1,1,221,14.5
757,0,3,756,0,0,0,595,7.7958
758,0,2,757,0,0,0,596,11.5
759,0,3,758,0,0,0,597,8.05
760,1,1,759,1,0,0,230,86.5
761,0,3,760,0,0,0,476,14.5
762,0,3,761,0,0,0,598,7.125
763,1,3,762,0,0,0,599,7.2292
764,1,1,763,1,1,2,334,120.0
765,0,3,764,0,0,0,600,7.775
766,1,1,765,1,1,0,245,77.9583
767,0,1,766,0,0,0,601,39.6
768,0,3,767,1,0,0,602,7.75
769,0,3,768,0,1,0,106,24.15
770,0,3,769,0,0,0,603,8.3625
771,0,3,770,0,0,0,604,9.5
772,0,3,771,0,0,0,605,7.8542
773,0,2,772,1,0,0,606,10.5
774,0,3,773,0,0,0,607,7.225
775,1,2,774,1,1,3,608,23.0
776,0,3,775,0,0,0,609,7.75
777,0,3,776,0,0,0,610,7.75
778,1,3,777,1,0,0,77,12.475
779,0,3,778,0,0,0,611,7.7375
780,1,1,779,1,0,1,550,211.3375
781,1,3,780,1,0,0,612,7.2292
782,1,1,781,1,1,0,551,57.0
783,0,1,782,0,0,0,613,30.0
784,0,3,783,0,1,2,614,23.45
785,0,3,784,0,0,0,615,7.05
786,0,3,785,0,0,0,616,7.25
787,1,3,786,1,0,0,617,7.4958
788,0,3,787,0,4,1,16,29.125
789,1,3,788,0,1,2,90,20.575
790,0,1,789,0,0,0,129,79.2
791,0,3,790,0,0,0,618,7.75
792,0,2,791,0,0,0,20,26.0
793,0,3,792,1,8,2,148,69.55
794,0,1,793,0,0,0,619,30.6958
795,0,3,794,0,0,0,620,7.8958
796,0,2,795,0,0,0,621,13.0
797,1,1,796,1,0,0,622,25.9292
798,1,3,797,1,0,0,623,8.6833
799,0,3,798,0,0,0,624,7.2292
800,0,3,799,1,1,1,357,24.15
801,0,2,800,0,0,0,567,13.0
802,1,2,801,1,1,1,212,26.25
803,1,1,802,0,1,2,334,120.0
804,1,3,803,0,0,1,625,8.5167
805,1,3,804,0,0,0,626,6.975
806,0,3,805,0,0,0,627,7.775
807,0,1,806,0,0,0,628,0.0
808,0,3,807,1,0,0,629,7.775
809,0,2,808,0,0,0,630,13.0
810,1,1,809,1,1,0,575,53.1
811,0,3,810,0,0,0,631,7.8875
812,0,3,811,0,0,0,467,24.15
813,0,2,812,0,0,0,632,10.5
814,0,3,813,1,4,2,13,31.275
815,0,3,814,0,0,0,633,8.05
816,0,1,815,0,0,0,634,0.0
817,0,3,816,1,0,0,635,7.925
818,0,2,817,0,1,1,636,37.0042
819,0,3,818,0,0,0,637,6.45
820,0,3,819,0,3,2,62,27.9
821,1,1,820,1,1,1,435,93.5
822,1,3,821,0,0,0,638,8.6625
823,0,1,822,0,0,0,639,0.0
824,1,3,823,1,0,1,592,12.475
825,0,3,824,0,4,1,49,39.6875
826,0,3,825,0,0,0,640,6.95
827,0,3,826,0,0,0,72,56.4958
828,1,2,827,0,0,2,636,37.0042
829,1,3,828,0,0,0,641,7.75
830,1,1,829,1,0,0,60,80.0
831,1,3,830,1,1,0,505,14.4542
832,1,2,831,0,1,1,348,18.75
833,0,3,832,0,0,0,642,7.2292
834,0,3,833,0,0,0,643,7.8542
835,0,3,834,0,0,0,644,8.3
836,1,1,835,1,1,1,645,83.1583
837,0,3,836,0,0,0,646,8.6625
838,0,3,837,0,0,0,647,8.05
839,1,3,838,0,0,0,72,56.4958
840,1,1,839,0,0,0,648,29.7
841,0,3,840,0,0,0,649,7.925
842,0,2,841,0,0,0,606,10.5
843,1,1,842,1,0,0,241,31.0
844,0,3,843,0,0,0,650,6.4375
845,0,3,844,0,0,0,651,8.6625
846,0,3,845,0,0,0,652,7.55
847,0,3,846,0,8,2,148,69.55
848,0,3,847,0,0,0,653,7.8958
849,0,2,848,0,0,1,491,33.0
850,1,1,849,1,1,0,383,89.1042
851,0,3,850,0,4,2,13,31.275
852,0,3,851,0,0,0,654,7.775
853,0,3,852,1,1,1,130,15.2458
854,1,1,853,1,0,1,655,39.4
855,0,2,854,1,1,0,223,26.0
856,1,3,855,1,0,1,656,9.35
857,1,1,856,1,1,1,283,164.8667
858,1,1,857,0,0,0,657,26.55
859,1,3,858,1,0,3,379,19.2583
860,0,3,859,0,0,0,658,7.2292
861,0,3,860,0,2,0,659,14.1083
862,0,2,861,0,1,0,660,11.5
863,1,1,862,1,0,0,661,25.9292
864,0,3,863,1,8,2,148,69.55
865,0,2,864,0,0,0,662,13.0
866,1,2,865,1,0,0,663,13.0
867,1,2,866,1,1,0,664,13.8583
868,0,1,867,0,0,0,665,50.4958
869,0,3,868,0,0,0,666,9.5
870,1,3,869,0,1,1,8,11.1333
871,0,3,870,0,0,0,667,7.8958
872,1,1,871,1,1,1,222,52.5542
873,0,1,872,0,0,0,668,5.0
874,0,3,873,0,0,0,669,9.0
875,1,2,874,1,1,0,274,24.0
876,1,3,875,1,0,0,670,7.225
877,0,3,876,0,0,0,128,9.8458
878,0,3,877,0,0,0,671,7.8958
879,0,3,878,0,0,0,672,7.8958
880,1,1,879,1,0,1,276,83.1583
881,1,2,880,1,0,1,232,26.0
882,0,3,881,0,0,0,673,7.8958
883,0,3,882,1,0,0,674,10.5167
884,0,2,883,0,0,0,675,10.5
885,0,3,884,0,0,0,676,7.05
886,0,3,885,1,0,5,16,29.125
887,0,2,886,0,0,0,677,13.0
888,1,1,887,1,0,0,678,30.0
889,0,3,888,1,1,2,614,23.45
890,1,1,889,0,0,0,679,30.0
891,0,3,890,0,0,0,680,7.75
